Id,RecordType.Name,Industry,Industry_Sub_Type__c,Business_Type__c,Country__c,Is_External__c,ParentId,UoM_Organisation_Level__c
0012e0000037tQ6AAI,Business Organization,,,,,Internal,,
0012e0000037tQ7AAI,Business Organization,,,,,Internal,,
0012e0000037tQ8AAI,Business Organization,,,,,Internal,,
0012e0000037tQ9AAI,Business Organization,,,,,Internal,,
0012e0000037tQAAAY,Business Organization,,,,,Internal,,
0012e0000037tQBAAY,Business Organization,,,,,Internal,,
0012e0000037tQCAAY,Business Organization,,,,,Internal,,
0012e0000037tQDAAY,Business Organization,,,,,Internal,,
0012e0000037tQEAAY,Business Organization,,,,,Internal,,
0012e0000037tQFAAY,Business Organization,,,,,Internal,,
0012e0000037tQGAAY,Business Organization,,,,,Internal,,
0012e0000037tQHAAY,Business Organization,,,,,Internal,,
0012e0000037tQIAAY,Business Organization,,,,,Internal,,
0012e0000037tQJAAY,Business Organization,,,,,Internal,,
0012e0000037tQKAAY,Business Organization,,,,,Internal,,
0012e0000037tQLAAY,Business Organization,,,,,Internal,,
0012e0000037tQMAAY,Business Organization,,,,,Internal,,
0012e0000037tQNAAY,Business Organization,,,,,Internal,,
0012e0000037tQOAAY,Business Organization,,,,,Internal,,
0012e0000037tQPAAY,Business Organization,,,,,Internal,,
0012e0000037tQQAAY,Business Organization,,,,,Internal,,
0012e0000037tQRAAY,Business Organization,,,,,Internal,,
0012e0000037tQSAAY,Business Organization,,,,,Internal,,
0012e0000037tQTAAY,Business Organization,,,,,Internal,,
0012e0000037tQUAAY,Business Organization,,,,,Internal,,
0012e0000037tQVAAY,Business Organization,,,,,Internal,,
0012e0000037tQWAAY,Business Organization,,,,,Internal,,
0012e0000037tQXAAY,Business Organization,,,,,Internal,,
0012e0000037tQYAAY,Business Organization,,,,,Internal,,
0012e0000037tQZAAY,Business Organization,,,,,Internal,,
0012e0000037tQaAAI,Business Organization,,,,,Internal,,
0012e0000037tQbAAI,Business Organization,,,,,Internal,,
0012e0000037tQcAAI,Business Organization,,,,,Internal,,
0012e0000037tQdAAI,Business Organization,,,,,Internal,,
0012e0000037tQeAAI,Business Organization,,,,,Internal,,
0012e0000037tQfAAI,Business Organization,,,,,Internal,,
0012e0000037tQgAAI,Business Organization,,,,,Internal,,
0012e0000037tQhAAI,Business Organization,,,,,Internal,,
0012e0000037tQiAAI,Business Organization,,,,,Internal,,
0012e0000037tQjAAI,Business Organization,,,,,Internal,,
0012e0000037tQkAAI,Business Organization,,,,,Internal,,
0012e0000037tQlAAI,Business Organization,,,,,Internal,,
0012e0000037tQmAAI,Business Organization,,,,,Internal,,
0012e0000037tQnAAI,Business Organization,,,,,Internal,,
0012e0000037tQoAAI,Business Organization,,,,,Internal,,
0012e0000037tQpAAI,Business Organization,,,,,Internal,,
0012e0000037tQqAAI,Business Organization,,,,,Internal,,
0012e0000037tRkAAI,Business Organization,,,,,Internal,,
0012e0000037tRlAAI,Business Organization,,,,,Internal,,
0012e0000037tRmAAI,Business Organization,,,,,Internal,,
0012e0000037tRnAAI,Business Organization,,,,,Internal,,
0012e0000037tRoAAI,Business Organization,,,,,Internal,,
0012e0000037tRpAAI,Business Organization,,,,,Internal,,
0012e0000037tRqAAI,Business Organization,,,,,Internal,,
0012e0000037tRrAAI,Business Organization,,,,,Internal,,
0012e0000037tRsAAI,Business Organization,,,,,Internal,,
0012e0000037tRtAAI,Business Organization,,,,,Internal,,
0012e0000037tRuAAI,Business Organization,,,,,Internal,,
0012e0000037tRvAAI,Business Organization,,,,,Internal,,
0012e0000037tRwAAI,Business Organization,,,,,Internal,,
0012e0000037tRxAAI,Business Organization,,,,,Internal,,
0012e0000037tRyAAI,Business Organization,,,,,Internal,,
0012e0000037tRzAAI,Business Organization,,,,,Internal,,
0012e0000037tS0AAI,Business Organization,,,,,Internal,,
0012e0000037tS1AAI,Business Organization,,,,,Internal,,
0012e0000037tS2AAI,Business Organization,,,,,Internal,,
0012e0000037tS3AAI,Business Organization,,,,,Internal,,
0012e0000037tS4AAI,Business Organization,,,,,Internal,,
0012e0000037tS5AAI,Business Organization,,,,,Internal,,
0012e0000037tS6AAI,Business Organization,,,,,Internal,,
0012e0000037tS7AAI,Business Organization,,,,,Internal,,
0012e0000037tS8AAI,Business Organization,,,,,Internal,,
0012e0000037tS9AAI,Business Organization,,,,,Internal,,
0012e0000037tSAAAY,Business Organization,,,,,Internal,,
0012e0000037tSBAAY,Business Organization,,,,,Internal,,
0012e0000037tSCAAY,Business Organization,,,,,Internal,,
0012e0000037tSDAAY,Business Organization,,,,,Internal,,
0012e0000037tSEAAY,Business Organization,,,,,Internal,,
0012e0000037tSFAAY,Business Organization,,,,,Internal,,
0012e0000037tSGAAY,Business Organization,,,,,Internal,,
0012e0000037tSHAAY,Business Organization,,,,,Internal,,
0012e0000037tSIAAY,Business Organization,,,,,Internal,,
0012e0000037tSJAAY,Business Organization,,,,,Internal,,
0012e0000037tSKAAY,Business Organization,,,,,Internal,,
0012e0000037tSLAAY,Business Organization,,,,,Internal,,
0012e0000037tSMAAY,Business Organization,,,,,Internal,,
0012e0000037tSNAAY,Business Organization,,,,,Internal,,
0012e0000037tSOAAY,Business Organization,,,,,Internal,,
0012e0000037tSPAAY,Business Organization,,,,,Internal,,
0012e0000037tSQAAY,Business Organization,,,,,Internal,,
0012e0000037tSRAAY,Business Organization,,,,,Internal,,
0012e0000037tSSAAY,Business Organization,,,,,Internal,,
0012e0000037tSTAAY,Business Organization,,,,,Internal,,
0012e0000037tSUAAY,Business Organization,,,,,Internal,,
0012e0000037tSVAAY,Business Organization,,,,,Internal,,
0012e0000037tSWAAY,Business Organization,,,,,Internal,,
0012e0000037tSXAAY,Business Organization,,,,,Internal,,
0012e0000037tSYAAY,Business Organization,,,,,Internal,,
0012e0000037tSZAAY,Business Organization,,,,,Internal,,
0012e0000037tSaAAI,Business Organization,,,,,Internal,,
0012e0000037tSbAAI,Business Organization,,,,,Internal,,
0012e0000037tScAAI,Business Organization,,,,,Internal,,
0012e0000037tQrAAI,Business Organization,,,,,Internal,,
0012e0000037tQsAAI,Business Organization,,,,,Internal,,
0012e0000037tQtAAI,Business Organization,,,,,Internal,,
0012e0000037tQuAAI,Business Organization,,,,,Internal,,
0012e0000037tQvAAI,Business Organization,,,,,Internal,,
0012e0000037tQwAAI,Business Organization,,,,,Internal,,
0012e0000037tQxAAI,Business Organization,,,,,Internal,,
0012e0000037tQyAAI,Business Organization,,,,,Internal,,
0012e0000037tQzAAI,Business Organization,,,,,Internal,,
0012e0000037tR0AAI,Business Organization,,,,,Internal,,
0012e0000037tR1AAI,Business Organization,,,,,Internal,,
0012e0000037tR2AAI,Business Organization,,,,,Internal,,
0012e0000037tR3AAI,Business Organization,,,,,Internal,,
0012e0000037tR4AAI,Business Organization,,,,,Internal,,
0012e0000037tR5AAI,Business Organization,,,,,Internal,,
0012e0000037tR6AAI,Business Organization,,,,,Internal,,
0012e0000037tR7AAI,Business Organization,,,,,Internal,,
0012e0000037tR8AAI,Business Organization,,,,,Internal,,
0012e0000037tR9AAI,Business Organization,,,,,Internal,,
0012e0000037tRAAAY,Business Organization,,,,,Internal,,
0012e0000037tRBAAY,Business Organization,,,,,Internal,,
0012e0000037tRCAAY,Business Organization,,,,,Internal,,
0012e0000037tRDAAY,Business Organization,,,,,Internal,,
0012e0000037tREAAY,Business Organization,,,,,Internal,,
0012e0000037tRFAAY,Business Organization,,,,,Internal,,
0012e0000037tRGAAY,Business Organization,,,,,Internal,,
0012e0000037tRHAAY,Business Organization,,,,,Internal,,
0012e0000037tRIAAY,Business Organization,,,,,Internal,,
0012e0000037tRJAAY,Business Organization,,,,,Internal,,
0012e0000037tRKAAY,Business Organization,,,,,Internal,,
0012e0000037tRLAAY,Business Organization,,,,,Internal,,
0012e0000037tRMAAY,Business Organization,,,,,Internal,,
0012e0000037tRNAAY,Business Organization,,,,,Internal,,
0012e0000037tROAAY,Business Organization,,,,,Internal,,
0012e0000037tRPAAY,Business Organization,,,,,Internal,,
0012e0000037tRQAAY,Business Organization,,,,,Internal,,
0012e0000037tRRAAY,Business Organization,,,,,Internal,,
0012e0000037tRSAAY,Business Organization,,,,,Internal,,
0012e0000037tRTAAY,Business Organization,,,,,Internal,,
0012e0000037tRUAAY,Business Organization,,,,,Internal,,
0012e0000037tRVAAY,Business Organization,,,,,Internal,,
0012e0000037tRWAAY,Business Organization,,,,,Internal,,
0012e0000037tRXAAY,Business Organization,,,,,Internal,,
0012e0000037tRYAAY,Business Organization,,,,,Internal,,
0012e0000037tRZAAY,Business Organization,,,,,Internal,,
0012e0000037tRaAAI,Business Organization,,,,,Internal,,
0012e0000037tRbAAI,Business Organization,,,,,Internal,,
0012e0000037tRcAAI,Business Organization,,,,,Internal,,
0012e0000037tRdAAI,Business Organization,,,,,Internal,,
0012e0000037tReAAI,Business Organization,,,,,Internal,,
0012e0000037tRfAAI,Business Organization,,,,,Internal,,
0012e0000037tRgAAI,Business Organization,,,,,Internal,,
0012e0000037tRhAAI,Business Organization,,,,,Internal,,
0012e0000037tRiAAI,Business Organization,,,,,Internal,,
0012e0000037tRjAAI,Business Organization,,,,,Internal,,
0012e0000037tSdAAI,Business Organization,,,,,Internal,,
0012e0000037tSeAAI,Business Organization,,,,,Internal,,
0012e0000037tSfAAI,Business Organization,,,,,Internal,,
0012e0000037tSgAAI,Business Organization,,,,,Internal,,
0012e0000037tShAAI,Business Organization,,,,,Internal,,
0012e0000037tSiAAI,Business Organization,,,,,Internal,,
0012e0000037tSjAAI,Business Organization,,,,,Internal,,
0012e0000037tSkAAI,Business Organization,,,,,Internal,,
0012e0000037tSlAAI,Business Organization,,,,,Internal,,
0012e0000037tSmAAI,Business Organization,,,,,Internal,,
0012e0000037tSnAAI,Business Organization,,,,,Internal,,
0012e0000037tSoAAI,Business Organization,,,,,Internal,,
0012e0000037tSpAAI,Business Organization,,,,,Internal,,
0012e0000037tSqAAI,Business Organization,,,,,Internal,,
0012e0000037tSrAAI,Business Organization,,,,,Internal,,
0012e0000037tSsAAI,Business Organization,,,,,Internal,,
0012e0000037tStAAI,Business Organization,,,,,Internal,,
0012e0000037tSuAAI,Business Organization,,,,,Internal,,
0012e0000037tSvAAI,Business Organization,,,,,Internal,,
0012e0000037tSwAAI,Business Organization,,,,,Internal,,
0012e0000037tSxAAI,Business Organization,,,,,Internal,,
0012e0000037tSyAAI,Business Organization,,,,,Internal,,
0012e0000037tSzAAI,Business Organization,,,,,Internal,,
0012e0000037tT0AAI,Business Organization,,,,,Internal,,
0012e0000037tT1AAI,Business Organization,,,,,Internal,,
0012e0000037tT2AAI,Business Organization,,,,,Internal,,
0012e0000037tT3AAI,Business Organization,,,,,Internal,,
0012e0000037tT4AAI,Business Organization,,,,,Internal,,
0012e0000037tT5AAI,Business Organization,,,,,Internal,,
0012e0000037tT6AAI,Business Organization,,,,,Internal,,
0012e0000037tT7AAI,Business Organization,,,,,Internal,,
0012e0000037tT8AAI,Business Organization,,,,,Internal,,
0012e0000037tT9AAI,Business Organization,,,,,Internal,,
0012e0000037tTAAAY,Business Organization,,,,,Internal,,
0012e0000037tTBAAY,Business Organization,,,,,Internal,,
0012e0000037tTCAAY,Business Organization,,,,,Internal,,
0012e0000037tTDAAY,Business Organization,,,,,Internal,,
0012e0000037tTEAAY,Business Organization,,,,,Internal,,
0012e0000037tTFAAY,Business Organization,,,,,Internal,,
0012e0000037tTGAAY,Business Organization,,,,,Internal,,
0012e0000037tTHAAY,Business Organization,,,,,Internal,,
0012e0000037tTIAAY,Business Organization,,,,,Internal,,
0012e0000037tTJAAY,Business Organization,,,,,Internal,,
0012e0000037tTKAAY,Business Organization,,,,,Internal,,
0012e0000037tTLAAY,Business Organization,,,,,Internal,,
0012e0000037tTMAAY,Business Organization,,,,,Internal,,
0012e0000037tTNAAY,Business Organization,,,,,Internal,,
0012e0000037tTOAAY,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,Internal,,
0012e0000037tTPAAY,Business Organization,,,,,Internal,,
0012e0000037tTQAAY,Business Organization,,,,,Internal,,
0012e0000037tTRAAY,Business Organization,,,,,Internal,,
0012e0000037tTSAAY,Business Organization,,,,,Internal,,
0012e0000037tTTAAY,Business Organization,,,,,Internal,,
0012e0000037tTUAAY,Business Organization,,,,,Internal,,
0012e0000037tTVAAY,Business Organization,,,,,Internal,,
0012e0000037tTWAAY,Business Organization,,,,,Internal,,
0012e0000037tTXAAY,Business Organization,,,,,Internal,,
0012e0000037tTYAAY,Business Organization,,,,,Internal,,
0012e0000037tTZAAY,Business Organization,,,,,Internal,,
0012e0000037tTaAAI,Business Organization,,,,,Internal,,
0012e0000037tTbAAI,Business Organization,,,,,Internal,,
0012e0000037tTcAAI,Business Organization,,,,,Internal,,
0012e0000037tTdAAI,Business Organization,,,,,Internal,,
0012e0000037tTeAAI,Business Organization,,,,,Internal,,
0012e0000037tTfAAI,Business Organization,,,,,Internal,,
0012e0000037tTgAAI,Business Organization,,,,,Internal,,
0012e0000037tThAAI,Business Organization,,,,,Internal,,
0012e0000037tTiAAI,Business Organization,,,,,Internal,,
0012e0000037tTjAAI,Business Organization,,,,,Internal,,
0012e0000037tTkAAI,Business Organization,,,,,Internal,,
0012e0000037tTlAAI,Business Organization,,,,,Internal,,
0012e0000037tTmAAI,Business Organization,,,,,Internal,,
0012e0000037tTnAAI,Business Organization,,,,,Internal,,
0012e0000037tToAAI,Business Organization,,,,,Internal,,
0012e0000037tTpAAI,Business Organization,,,,,Internal,,
0012e0000037tTqAAI,Business Organization,,,,,Internal,,
0012e0000037tTrAAI,Business Organization,,,,,Internal,,
0012e0000037tTsAAI,Business Organization,,,,,Internal,,
0012e0000037tTtAAI,Business Organization,,,,,Internal,,
0012e0000037tTuAAI,Business Organization,,,,,Internal,,
0012e0000037tTvAAI,Business Organization,,,,,Internal,,
0012e0000037tTwAAI,Business Organization,,,,,Internal,,
0012e0000037tTxAAI,Business Organization,,,,,Internal,,
0012e0000037tTyAAI,Business Organization,,,,,Internal,,
0012e0000037tTzAAI,Business Organization,,,,,Internal,,
0012e0000037tU0AAI,Business Organization,,,,,Internal,,
0012e0000037tU1AAI,Business Organization,,,,,Internal,,
0012e0000037tU2AAI,Business Organization,,,,,Internal,,
0012e0000037tU3AAI,Business Organization,,,,,Internal,,
0012e0000037tU4AAI,Business Organization,,,,,Internal,,
0012e0000037tU5AAI,Business Organization,,,,,Internal,,
0012e0000037tU6AAI,Business Organization,,,,,Internal,,
0012e0000037tU7AAI,Business Organization,,,,,Internal,,
0012e0000037tU8AAI,Business Organization,,,,,Internal,,
0012e0000037tU9AAI,Business Organization,,,,,Internal,,
0012e0000037tUAAAY,Business Organization,,,,,Internal,,
0012e0000037tUBAAY,Business Organization,,,,,Internal,,
0012e0000037tUCAAY,Business Organization,,,,,Internal,,
0012e0000037tUDAAY,Business Organization,,,,,Internal,,
0012e0000037tUEAAY,Business Organization,,,,,Internal,,
0012e0000037tUFAAY,Business Organization,,,,,Internal,,
0012e0000037tUGAAY,Business Organization,,,,,Internal,,
0012e0000037tUHAAY,Business Organization,,,,,Internal,,
0012e0000037tUIAAY,Business Organization,,,,,Internal,,
0012e0000037tUJAAY,Business Organization,,,,,Internal,,
0012e0000037tUKAAY,Business Organization,,,,,Internal,,
0012e0000037tULAAY,Business Organization,,,,,Internal,,
0012e0000037tUMAAY,Business Organization,,,,,Internal,,
0012e0000037tUNAAY,Business Organization,,,,,Internal,,
0012e0000037tUOAAY,Business Organization,,,,,Internal,,
0012e0000037tafAAA,Business Organization,,,,,Internal,,
0012e0000037tahAAA,Business Organization,,,,,Internal,,
0012e0000037tanAAA,Business Organization,,,,,Internal,,
0012e0000037taoAAA,Business Organization,,,,,Internal,,
0012e0000037tasAAA,Business Organization,,,,,Internal,,
0012e0000037tatAAA,Business Organization,,,,,Internal,,
0012e0000037taxAAA,Business Organization,,,,,Internal,,
0012e0000037tayAAA,Business Organization,,,,,Internal,,
0012e0000037tazAAA,Business Organization,,,,,Internal,,
0012e0000037tb0AAA,Business Organization,,,,,Internal,,
0012e0000037tb1AAA,Business Organization,,,,,Internal,,
0012e0000037tb2AAA,Business Organization,,,,,Internal,,
0012e0000037tb3AAA,Business Organization,,,,,Internal,,
0012e0000037tb4AAA,Business Organization,,,,,Internal,,
0012e0000037tb5AAA,Business Organization,,,,,Internal,,
0012e0000037tb7AAA,Business Organization,,,,,Internal,,
0012e0000037tb9AAA,Business Organization,,,,,Internal,,
0012e0000037tbBAAQ,Business Organization,,,,,Internal,,
0012e0000037tbDAAQ,Business Organization,,,,,Internal,,
0012e0000037tbEAAQ,Business Organization,,,,,Internal,,
0012e0000037tbLAAQ,Business Organization,,,,,Internal,,
0012e0000037tbMAAQ,Business Organization,,,,,Internal,,
0012e0000037tbOAAQ,Business Organization,,,,,Internal,,
0012e0000037tbSAAQ,Business Organization,,,,,Internal,,
0012e0000037tbTAAQ,Business Organization,,,,,Internal,,
0012e0000037tbUAAQ,Business Organization,,,,,Internal,,
0012e0000037tbaAAA,Business Organization,,,,,Internal,,
0012e0000037tbpAAA,Business Organization,,,,,Internal,,
0012e0000037tbqAAA,Business Organization,,,,,Internal,,
0012e0000037tbrAAA,Business Organization,,,,,Internal,,
0012e0000037tbwAAA,Business Organization,,,,,Internal,,
0012e0000037tbzAAA,Business Organization,,,,,Internal,,
0012e0000037tc0AAA,Business Organization,,,,,Internal,,
0012e0000037tc2AAA,Business Organization,,,,,Internal,,
0012e0000037tc4AAA,Business Organization,,,,,Internal,,
0012e0000037tc8AAA,Business Organization,,,,,Internal,,
0012e0000037tcCAAQ,Business Organization,,,,,Internal,,
0012e0000037tcEAAQ,Business Organization,,,,,Internal,,
0012e0000037tcHAAQ,Business Organization,,,,,Internal,,
0012e0000037tcKAAQ,Business Organization,,,,,Internal,,
0012e0000037tcLAAQ,Business Organization,,,,,Internal,,
0012e0000037tcRAAQ,Business Organization,,,,,Internal,,
0012e0000037tcTAAQ,Business Organization,,,,,Internal,,
0012e0000037tcZAAQ,Business Organization,,,,,Internal,,
0012e0000037tccAAA,Business Organization,,,,,Internal,,
0012e0000037tcfAAA,Business Organization,,,,,Internal,,
0012e0000037tchAAA,Business Organization,,,,,Internal,,
0012e0000037tcjAAA,Business Organization,,,,,Internal,,
0012e0000037tckAAA,Business Organization,,,,,Internal,,
0012e0000037tclAAA,Business Organization,,,,,Internal,,
0012e000003TYMRAA4,University Department,,,,,Internal,0012e000002Zt08AAC,3
0012e000003hllpAAA,University Department,,,,,Internal,0012e000003TYMRAA4,4
0012e000003khc4AAA,University Department,,,,,Internal,0012e000003hllpAAA,5
0012e000003khc5AAA,University Department,,,,,Internal,0012e000003hllpAAA,5
0012e000003khc6AAA,University Department,,,,,Internal,0012e000003hllpAAA,5
0012e000003khc7AAA,University Department,,,,,Internal,0012e000003hllpAAA,5
0012e000003khc8AAA,University Department,,,,,Internal,0012e000003hllpAAA,5
0012e000003jZXsAAM,University Department,,,,,Internal,0012e000002ZGfbAAG,5
0012e000003n4pnAAA,University Department,,,,,Internal,0012e000003hllpAAA,5
0012e000004OD5MAAW,University Department,,,,,Internal,,